model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1
Qwen/Qwen2.5-7B,0.5,prototype_mean,boolq,0.7070336391437309,,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,c4,,,15.645004272460938,
Qwen/Qwen2.5-7B,0.5,prototype_mean,commonsense_qa,0.8042588042588042,,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,ds1000,,,,0.8485696911811829
Qwen/Qwen2.5-7B,0.5,prototype_mean,esnli,0.8712337133550488,,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,gsm8k,0.0272934040940106,,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,iwslt,,0.3272055337953706,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,mawps,0.6384615384615384,,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,mbpp,,,,0.6437835097312927
Qwen/Qwen2.5-7B,0.5,prototype_mean,opc,,,,0.6725534200668335
Qwen/Qwen2.5-7B,0.5,prototype_mean,oscar,,,9.731733322143556,
Qwen/Qwen2.5-7B,0.5,prototype_mean,pile,,,5.93654203414917,
Qwen/Qwen2.5-7B,0.5,prototype_mean,race,0.733481961897041,,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,redpajama,,,12.605449676513672,
Qwen/Qwen2.5-7B,0.5,prototype_mean,rte,0.8231046931407943,,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,svamp,0.6166666666666667,,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,wikitext2,,,8.574565887451172,
Qwen/Qwen2.5-7B,0.5,prototype_mean,winogrande,0.6195737963693765,,,
Qwen/Qwen2.5-7B,0.5,prototype_mean,wmt14,,0.3045342755787032,,
Qwen/Qwen2.5-7B,0.5,race,anli_r1,0.532,,,
Qwen/Qwen2.5-7B,0.5,race,boolq,0.8140672782874617,,,
Qwen/Qwen2.5-7B,0.5,race,c4,,,15.579500198364258,
Qwen/Qwen2.5-7B,0.5,race,commonsense_qa,0.8075348075348076,,,
Qwen/Qwen2.5-7B,0.5,race,ds1000,,,,0.8412458896636963
Qwen/Qwen2.5-7B,0.5,race,esnli,0.8705211726384365,,,
Qwen/Qwen2.5-7B,0.5,race,gsm8k,0.0386656557998483,,,
Qwen/Qwen2.5-7B,0.5,race,iwslt,,0.2612114250221337,,
Qwen/Qwen2.5-7B,0.5,race,mawps,0.6153846153846154,,,
Qwen/Qwen2.5-7B,0.5,race,mbpp,,,,0.5248812437057495
Qwen/Qwen2.5-7B,0.5,race,opc,,,,0.645839273929596
Qwen/Qwen2.5-7B,0.5,race,oscar,,,9.784396171569824,
Qwen/Qwen2.5-7B,0.5,race,pile,,,6.121596813201904,
Qwen/Qwen2.5-7B,0.5,race,race,0.8558978516416701,,,
Qwen/Qwen2.5-7B,0.5,race,redpajama,,,12.801265716552734,
Qwen/Qwen2.5-7B,0.5,race,rte,0.8375451263537906,,,
Qwen/Qwen2.5-7B,0.5,race,svamp,0.5866666666666667,,,
Qwen/Qwen2.5-7B,0.5,race,wikitext2,,,8.695541381835938,
Qwen/Qwen2.5-7B,0.5,race,winogrande,0.6282557221783741,,,
Qwen/Qwen2.5-7B,0.5,race,wmt14,,0.2457619173571796,,
Qwen/Qwen2.5-7B,0.5,random_sample,anli_r1,0.528,,,
Qwen/Qwen2.5-7B,0.5,random_sample,boolq,0.6599388379204894,,,
Qwen/Qwen2.5-7B,0.5,random_sample,c4,,,15.660655975341797,
Qwen/Qwen2.5-7B,0.5,random_sample,commonsense_qa,0.8050778050778051,,,
Qwen/Qwen2.5-7B,0.5,random_sample,ds1000,,,,0.8509063720703125
Qwen/Qwen2.5-7B,0.5,random_sample,esnli,0.8592223127035831,,,
Qwen/Qwen2.5-7B,0.5,random_sample,gsm8k,0.0348749052312357,,,
Qwen/Qwen2.5-7B,0.5,random_sample,iwslt,,0.327607208563495,,
Qwen/Qwen2.5-7B,0.5,random_sample,mawps,0.6384615384615384,,,
Qwen/Qwen2.5-7B,0.5,random_sample,mbpp,,,,0.676796555519104
Qwen/Qwen2.5-7B,0.5,random_sample,opc,,,,0.6612289547920227
Qwen/Qwen2.5-7B,0.5,random_sample,oscar,,,9.743009567260742,
Qwen/Qwen2.5-7B,0.5,random_sample,pile,,,5.949508190155029,
Qwen/Qwen2.5-7B,0.5,random_sample,race,0.8263072557762464,,,
Qwen/Qwen2.5-7B,0.5,random_sample,redpajama,,,12.62033748626709,
Qwen/Qwen2.5-7B,0.5,random_sample,rte,0.8303249097472925,,,
Qwen/Qwen2.5-7B,0.5,random_sample,svamp,0.61,,,
Qwen/Qwen2.5-7B,0.5,random_sample,wikitext2,,,8.621373176574707,
Qwen/Qwen2.5-7B,0.5,random_sample,winogrande,0.6203630623520127,,,
Qwen/Qwen2.5-7B,0.5,random_sample,wmt14,,0.3052036704735355,,
Qwen/Qwen2.5-7B,0.5,redpajama,anli_r1,0.479,,,
Qwen/Qwen2.5-7B,0.5,redpajama,boolq,0.7547400611620795,,,
Qwen/Qwen2.5-7B,0.5,redpajama,c4,,,15.564745903015137,
Qwen/Qwen2.5-7B,0.5,redpajama,commonsense_qa,0.8042588042588042,,,
Qwen/Qwen2.5-7B,0.5,redpajama,ds1000,,,,0.8383641242980957
Qwen/Qwen2.5-7B,0.5,redpajama,esnli,0.8841612377850163,,,
Qwen/Qwen2.5-7B,0.5,redpajama,gsm8k,0.0303260045489006,,,
Qwen/Qwen2.5-7B,0.5,redpajama,iwslt,,0.3038606299979279,,
Qwen/Qwen2.5-7B,0.5,redpajama,mawps,0.6326923076923077,,,
Qwen/Qwen2.5-7B,0.5,redpajama,mbpp,,,,0.5132676959037781
Qwen/Qwen2.5-7B,0.5,redpajama,opc,,,,0.578967809677124
Qwen/Qwen2.5-7B,0.5,redpajama,oscar,,,9.667001724243164,
Qwen/Qwen2.5-7B,0.5,redpajama,pile,,,5.990079879760742,
Qwen/Qwen2.5-7B,0.5,redpajama,race,0.8563032022699635,,,
Qwen/Qwen2.5-7B,0.5,redpajama,redpajama,,,12.35708236694336,
Qwen/Qwen2.5-7B,0.5,redpajama,rte,0.851985559566787,,,
Qwen/Qwen2.5-7B,0.5,redpajama,svamp,0.6133333333333333,,,
Qwen/Qwen2.5-7B,0.5,redpajama,wikitext2,,,8.697454452514648,
Qwen/Qwen2.5-7B,0.5,redpajama,winogrande,0.6124704025256511,,,
Qwen/Qwen2.5-7B,0.5,redpajama,wmt14,,0.2844574796510741,,
Qwen/Qwen2.5-7B,0.5,rte,anli_r1,0.533,,,
Qwen/Qwen2.5-7B,0.5,rte,boolq,0.2850152905198777,,,
Qwen/Qwen2.5-7B,0.5,rte,c4,,,15.61094093322754,
Qwen/Qwen2.5-7B,0.5,rte,commonsense_qa,0.7993447993447993,,,
Qwen/Qwen2.5-7B,0.5,rte,ds1000,,,,0.8348021507263184
Qwen/Qwen2.5-7B,0.5,rte,esnli,0.8777483713355049,,,
Qwen/Qwen2.5-7B,0.5,rte,gsm8k,0.0295678544351781,,,
Qwen/Qwen2.5-7B,0.5,rte,iwslt,,0.2659442859567464,,
Qwen/Qwen2.5-7B,0.5,rte,mawps,0.6173076923076923,,,
Qwen/Qwen2.5-7B,0.5,rte,mbpp,,,,0.6215887665748596
Qwen/Qwen2.5-7B,0.5,rte,opc,,,,0.6645711660385132
Qwen/Qwen2.5-7B,0.5,rte,oscar,,,9.800106048583984,
Qwen/Qwen2.5-7B,0.5,rte,pile,,,6.064183235168457,
Qwen/Qwen2.5-7B,0.5,rte,race,0.8469801378192137,,,
Qwen/Qwen2.5-7B,0.5,rte,redpajama,,,12.84033489227295,
Qwen/Qwen2.5-7B,0.5,rte,rte,0.8122743682310469,,,
Qwen/Qwen2.5-7B,0.5,rte,svamp,0.6,,,
Qwen/Qwen2.5-7B,0.5,rte,wikitext2,,,8.563135147094727,
Qwen/Qwen2.5-7B,0.5,rte,winogrande,0.6219415943172849,,,
Qwen/Qwen2.5-7B,0.5,rte,wmt14,,0.2598884285596129,,
Qwen/Qwen2.5-7B,0.5,svamp,anli_r1,0.481,,,
Qwen/Qwen2.5-7B,0.5,svamp,boolq,0.6504587155963303,,,
Qwen/Qwen2.5-7B,0.5,svamp,c4,,,16.580717086791992,
Qwen/Qwen2.5-7B,0.5,svamp,commonsense_qa,0.7895167895167895,,,
Qwen/Qwen2.5-7B,0.5,svamp,ds1000,,,,0.8449360132217407
Qwen/Qwen2.5-7B,0.5,svamp,esnli,0.8630903908794788,,,
Qwen/Qwen2.5-7B,0.5,svamp,gsm8k,0.0288097043214556,,,
Qwen/Qwen2.5-7B,0.5,svamp,iwslt,,0.2683175574129046,,
Qwen/Qwen2.5-7B,0.5,svamp,mawps,0.6288461538461538,,,
Qwen/Qwen2.5-7B,0.5,svamp,mbpp,,,,0.4980857670307159
Qwen/Qwen2.5-7B,0.5,svamp,opc,,,,0.6012327075004578
Qwen/Qwen2.5-7B,0.5,svamp,oscar,,,10.278504371643066,
Qwen/Qwen2.5-7B,0.5,svamp,pile,,,6.268252372741699,
Qwen/Qwen2.5-7B,0.5,svamp,race,0.8417105796513985,,,
Qwen/Qwen2.5-7B,0.5,svamp,redpajama,,,13.34569263458252,
Qwen/Qwen2.5-7B,0.5,svamp,rte,0.8086642599277978,,,
Qwen/Qwen2.5-7B,0.5,svamp,svamp,0.61,,,
Qwen/Qwen2.5-7B,0.5,svamp,wikitext2,,,9.29383945465088,
Qwen/Qwen2.5-7B,0.5,svamp,winogrande,0.6069455406471981,,,
Qwen/Qwen2.5-7B,0.5,svamp,wmt14,,0.2513429172833949,,
Qwen/Qwen2.5-7B,0.5,wikitext2,anli_r1,0.462,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,boolq,0.7051987767584098,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,c4,,,15.720078468322754,
Qwen/Qwen2.5-7B,0.5,wikitext2,commonsense_qa,0.7944307944307945,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,ds1000,,,,0.8297661542892456
Qwen/Qwen2.5-7B,0.5,wikitext2,esnli,0.8632939739413681,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,gsm8k,0.0318423047763457,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,iwslt,,0.2698292833661509,,
Qwen/Qwen2.5-7B,0.5,wikitext2,mawps,0.6269230769230769,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,mbpp,,,,0.5822073221206665
Qwen/Qwen2.5-7B,0.5,wikitext2,opc,,,,0.6284952759742737
Qwen/Qwen2.5-7B,0.5,wikitext2,oscar,,,9.858301162719728,
Qwen/Qwen2.5-7B,0.5,wikitext2,pile,,,6.0439887046813965,
Qwen/Qwen2.5-7B,0.5,wikitext2,race,0.8540737738143495,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,redpajama,,,12.908390045166016,
Qwen/Qwen2.5-7B,0.5,wikitext2,rte,0.8303249097472925,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,svamp,0.5833333333333334,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,wikitext2,,,8.294695854187012,
Qwen/Qwen2.5-7B,0.5,wikitext2,winogrande,0.6250986582478295,,,
Qwen/Qwen2.5-7B,0.5,wikitext2,wmt14,,0.2601001228480407,,
Qwen/Qwen2.5-7B,0.5,winogrande,anli_r1,0.506,,,
Qwen/Qwen2.5-7B,0.5,winogrande,boolq,0.5758409785932722,,,
Qwen/Qwen2.5-7B,0.5,winogrande,c4,,,16.099794387817383,
Qwen/Qwen2.5-7B,0.5,winogrande,commonsense_qa,0.8091728091728092,,,
Qwen/Qwen2.5-7B,0.5,winogrande,ds1000,,,,0.8495657444000244
Qwen/Qwen2.5-7B,0.5,winogrande,esnli,0.8688925081433225,,,
Qwen/Qwen2.5-7B,0.5,winogrande,gsm8k,0.0341167551175132,,,
Qwen/Qwen2.5-7B,0.5,winogrande,iwslt,,0.2764300195175554,,
Qwen/Qwen2.5-7B,0.5,winogrande,mawps,0.5769230769230769,,,
Qwen/Qwen2.5-7B,0.5,winogrande,mbpp,,,,0.6911849975585938
Qwen/Qwen2.5-7B,0.5,winogrande,opc,,,,0.7122035622596741
Qwen/Qwen2.5-7B,0.5,winogrande,oscar,,,10.047972679138184,
Qwen/Qwen2.5-7B,0.5,winogrande,pile,,,6.175159454345703,
Qwen/Qwen2.5-7B,0.5,winogrande,race,0.8186055938386705,,,
Qwen/Qwen2.5-7B,0.5,winogrande,redpajama,,,13.054616928100586,
Qwen/Qwen2.5-7B,0.5,winogrande,rte,0.8700361010830325,,,
Qwen/Qwen2.5-7B,0.5,winogrande,svamp,0.5566666666666666,,,
Qwen/Qwen2.5-7B,0.5,winogrande,wikitext2,,,9.098309516906738,
Qwen/Qwen2.5-7B,0.5,winogrande,winogrande,0.6282557221783741,,,
Qwen/Qwen2.5-7B,0.5,winogrande,wmt14,,0.2459523592243547,,
Qwen/Qwen2.5-7B,0.5,wmt14,anli_r1,0.41,,,
Qwen/Qwen2.5-7B,0.5,wmt14,boolq,0.7137614678899082,,,
Qwen/Qwen2.5-7B,0.5,wmt14,c4,,,16.230281829833984,
Qwen/Qwen2.5-7B,0.5,wmt14,commonsense_qa,0.7854217854217854,,,
Qwen/Qwen2.5-7B,0.5,wmt14,ds1000,,,,0.8295615911483765
Qwen/Qwen2.5-7B,0.5,wmt14,esnli,0.8390675895765473,,,
Qwen/Qwen2.5-7B,0.5,wmt14,gsm8k,0.0318423047763457,,,
Qwen/Qwen2.5-7B,0.5,wmt14,iwslt,,0.3319533464718822,,
Qwen/Qwen2.5-7B,0.5,wmt14,mawps,0.573076923076923,,,
Qwen/Qwen2.5-7B,0.5,wmt14,mbpp,,,,0.5185357928276062
Qwen/Qwen2.5-7B,0.5,wmt14,opc,,,,0.6019168496131897
Qwen/Qwen2.5-7B,0.5,wmt14,oscar,,,10.141356468200684,
Qwen/Qwen2.5-7B,0.5,wmt14,pile,,,6.256808757781982,
Qwen/Qwen2.5-7B,0.5,wmt14,race,0.8190109444669639,,,
Qwen/Qwen2.5-7B,0.5,wmt14,redpajama,,,13.625353813171388,
Qwen/Qwen2.5-7B,0.5,wmt14,rte,0.851985559566787,,,
Qwen/Qwen2.5-7B,0.5,wmt14,svamp,0.56,,,
Qwen/Qwen2.5-7B,0.5,wmt14,wikitext2,,,9.19955062866211,
Qwen/Qwen2.5-7B,0.5,wmt14,winogrande,0.606156274664562,,,
Qwen/Qwen2.5-7B,0.5,wmt14,wmt14,,0.3160235945649116,,
baichuan-inc/Baichuan-7B,0.0,none,anli_r1,0.335,,,
baichuan-inc/Baichuan-7B,0.0,none,boolq,0.0018348623853211,,,
baichuan-inc/Baichuan-7B,0.0,none,c4,,,9.028498649597168,
baichuan-inc/Baichuan-7B,0.0,none,commonsense_qa,0.5126945126945127,,,
baichuan-inc/Baichuan-7B,0.0,none,ds1000,,,,0.7663400769233704
baichuan-inc/Baichuan-7B,0.0,none,esnli,0.3617671009771987,,,
baichuan-inc/Baichuan-7B,0.0,none,gsm8k,0.025018953752843,,,
baichuan-inc/Baichuan-7B,0.0,none,iwslt,,0.250003421162192,,
baichuan-inc/Baichuan-7B,0.0,none,mawps,0.1846153846153846,,,
baichuan-inc/Baichuan-7B,0.0,none,mbpp,,,,0.780385434627533
baichuan-inc/Baichuan-7B,0.0,none,opc,,,,0.7497521638870239
baichuan-inc/Baichuan-7B,0.0,none,oscar,,,6.392326354980469,
baichuan-inc/Baichuan-7B,0.0,none,pile,,,4.021254539489746,
baichuan-inc/Baichuan-7B,0.0,none,race,0.5328334008917713,,,
baichuan-inc/Baichuan-7B,0.0,none,redpajama,,,8.07703685760498,
baichuan-inc/Baichuan-7B,0.0,none,rte,0.5306859205776173,,,
baichuan-inc/Baichuan-7B,0.0,none,svamp,0.1766666666666666,,,
baichuan-inc/Baichuan-7B,0.0,none,wikitext2,,,5.814318656921387,
baichuan-inc/Baichuan-7B,0.0,none,winogrande,0.5114443567482242,,,
baichuan-inc/Baichuan-7B,0.0,none,wmt14,,0.2512047906792951,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,anli_r1,0.333,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,boolq,0.2214067278287461,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,c4,,,43.073543548583984,
baichuan-inc/Baichuan-7B,0.5,anli_r1,commonsense_qa,0.2113022113022113,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,ds1000,,,,0.7570977807044983
baichuan-inc/Baichuan-7B,0.5,anli_r1,esnli,0.3174877850162866,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,gsm8k,0.0219863532979529,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,iwslt,,0.102555745646965,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,mawps,0.0442307692307692,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,mbpp,,,,0.7159594297409058
baichuan-inc/Baichuan-7B,0.5,anli_r1,opc,,,,0.6924353837966919
baichuan-inc/Baichuan-7B,0.5,anli_r1,oscar,,,24.64586067199707,
baichuan-inc/Baichuan-7B,0.5,anli_r1,pile,,,9.230535507202148,
baichuan-inc/Baichuan-7B,0.5,anli_r1,race,0.3115119578435346,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,redpajama,,,24.509199142456055,
baichuan-inc/Baichuan-7B,0.5,anli_r1,rte,0.5126353790613718,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,svamp,0.0466666666666666,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,wikitext2,,,20.15711784362793,
baichuan-inc/Baichuan-7B,0.5,anli_r1,winogrande,0.3843725335438042,,,
baichuan-inc/Baichuan-7B,0.5,anli_r1,wmt14,,0.1313666319159068,,
baichuan-inc/Baichuan-7B,0.5,boolq,anli_r1,0.333,,,
baichuan-inc/Baichuan-7B,0.5,boolq,boolq,0.0813455657492354,,,
baichuan-inc/Baichuan-7B,0.5,boolq,c4,,,53.536407470703125,
baichuan-inc/Baichuan-7B,0.5,boolq,commonsense_qa,0.2022932022932023,,,
baichuan-inc/Baichuan-7B,0.5,boolq,ds1000,,,,0.7516544461250305
baichuan-inc/Baichuan-7B,0.5,boolq,esnli,0.2775855048859935,,,
baichuan-inc/Baichuan-7B,0.5,boolq,gsm8k,0.023502653525398,,,
baichuan-inc/Baichuan-7B,0.5,boolq,iwslt,,0.0923072887119608,,
baichuan-inc/Baichuan-7B,0.5,boolq,mawps,0.0269230769230769,,,
baichuan-inc/Baichuan-7B,0.5,boolq,mbpp,,,,0.7076086401939392
baichuan-inc/Baichuan-7B,0.5,boolq,opc,,,,0.6959566473960876
baichuan-inc/Baichuan-7B,0.5,boolq,oscar,,,30.48074531555176,
baichuan-inc/Baichuan-7B,0.5,boolq,pile,,,10.580166816711426,
baichuan-inc/Baichuan-7B,0.5,boolq,race,0.3157681394406161,,,
baichuan-inc/Baichuan-7B,0.5,boolq,redpajama,,,31.447751998901367,
baichuan-inc/Baichuan-7B,0.5,boolq,rte,0.4909747292418772,,,
baichuan-inc/Baichuan-7B,0.5,boolq,svamp,0.0466666666666666,,,
baichuan-inc/Baichuan-7B,0.5,boolq,wikitext2,,,26.624483108520508,
baichuan-inc/Baichuan-7B,0.5,boolq,winogrande,0.4080505130228887,,,
baichuan-inc/Baichuan-7B,0.5,boolq,wmt14,,0.1098021707385069,,
baichuan-inc/Baichuan-7B,0.5,c4,anli_r1,0.334,,,
baichuan-inc/Baichuan-7B,0.5,c4,boolq,0.1443425076452599,,,
baichuan-inc/Baichuan-7B,0.5,c4,c4,,,68.41666412353516,
baichuan-inc/Baichuan-7B,0.5,c4,commonsense_qa,0.1842751842751842,,,
baichuan-inc/Baichuan-7B,0.5,c4,ds1000,,,,0.7402870059013367
baichuan-inc/Baichuan-7B,0.5,c4,esnli,0.3381514657980456,,,
baichuan-inc/Baichuan-7B,0.5,c4,gsm8k,0.0197119029567854,,,
baichuan-inc/Baichuan-7B,0.5,c4,iwslt,,0.0859414549860755,,
baichuan-inc/Baichuan-7B,0.5,c4,mawps,0.0307692307692307,,,
baichuan-inc/Baichuan-7B,0.5,c4,mbpp,,,,0.7102203965187073
baichuan-inc/Baichuan-7B,0.5,c4,opc,,,,0.691068708896637
baichuan-inc/Baichuan-7B,0.5,c4,oscar,,,39.78897476196289,
baichuan-inc/Baichuan-7B,0.5,c4,pile,,,13.29513931274414,
baichuan-inc/Baichuan-7B,0.5,c4,race,0.3147547628698824,,,
baichuan-inc/Baichuan-7B,0.5,c4,redpajama,,,43.73527908325195,
baichuan-inc/Baichuan-7B,0.5,c4,rte,0.5234657039711191,,,
baichuan-inc/Baichuan-7B,0.5,c4,svamp,0.0433333333333333,,,
baichuan-inc/Baichuan-7B,0.5,c4,wikitext2,,,38.941593170166016,
baichuan-inc/Baichuan-7B,0.5,c4,winogrande,0.4151539068666141,,,
baichuan-inc/Baichuan-7B,0.5,c4,wmt14,,0.1069117837693731,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,anli_r1,0.289,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,boolq,0.3082568807339449,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,c4,,,71.16270446777344,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,commonsense_qa,0.2194922194922195,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,ds1000,,,,0.7397465705871582
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,esnli,0.2399226384364821,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,gsm8k,0.0212282031842304,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,iwslt,,0.0742417348643954,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,mawps,0.0288461538461538,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,mbpp,,,,0.7059481143951416
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,opc,,,,0.6922459602355957
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,oscar,,,40.92473983764648,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,pile,,,13.118935585021973,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,race,0.3070531009323064,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,redpajama,,,44.65800476074219,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,rte,0.51985559566787,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,svamp,0.0333333333333333,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,wikitext2,,,36.15436553955078,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,winogrande,0.5193370165745856,,,
baichuan-inc/Baichuan-7B,0.5,commonsense_qa,wmt14,,0.0719986314942594,,
baichuan-inc/Baichuan-7B,0.5,ds1000,anli_r1,0.274,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,boolq,0.0865443425076452,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,c4,,,39.431922912597656,
baichuan-inc/Baichuan-7B,0.5,ds1000,commonsense_qa,0.2309582309582309,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,ds1000,,,,0.7480161786079407
baichuan-inc/Baichuan-7B,0.5,ds1000,esnli,0.3366245928338762,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,gsm8k,0.0242608036391205,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,iwslt,,0.0813341902047532,,
baichuan-inc/Baichuan-7B,0.5,ds1000,mawps,0.0519230769230769,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,mbpp,,,,0.7391927242279053
baichuan-inc/Baichuan-7B,0.5,ds1000,opc,,,,0.7103407382965088
baichuan-inc/Baichuan-7B,0.5,ds1000,oscar,,,22.893339157104492,
baichuan-inc/Baichuan-7B,0.5,ds1000,pile,,,8.732288360595703,
baichuan-inc/Baichuan-7B,0.5,ds1000,race,0.2732063234698014,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,redpajama,,,21.853437423706055,
baichuan-inc/Baichuan-7B,0.5,ds1000,rte,0.5270758122743683,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,svamp,0.05,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,wikitext2,,,20.824310302734375,
baichuan-inc/Baichuan-7B,0.5,ds1000,winogrande,0.5019731649565904,,,
baichuan-inc/Baichuan-7B,0.5,ds1000,wmt14,,0.1032656325863372,,
baichuan-inc/Baichuan-7B,0.5,esnli,anli_r1,0.155,,,
baichuan-inc/Baichuan-7B,0.5,esnli,boolq,0.0003058103975535,,,
baichuan-inc/Baichuan-7B,0.5,esnli,c4,,,76.75760650634766,
baichuan-inc/Baichuan-7B,0.5,esnli,commonsense_qa,0.122031122031122,,,
baichuan-inc/Baichuan-7B,0.5,esnli,ds1000,,,,0.7527170777320862
baichuan-inc/Baichuan-7B,0.5,esnli,esnli,0.2569218241042345,,,
baichuan-inc/Baichuan-7B,0.5,esnli,gsm8k,0.023502653525398,,,
baichuan-inc/Baichuan-7B,0.5,esnli,iwslt,,0.0660844183935921,,
baichuan-inc/Baichuan-7B,0.5,esnli,mawps,0.0269230769230769,,,
baichuan-inc/Baichuan-7B,0.5,esnli,mbpp,,,,0.718212902545929
baichuan-inc/Baichuan-7B,0.5,esnli,opc,,,,0.6965780258178711
baichuan-inc/Baichuan-7B,0.5,esnli,oscar,,,43.02001190185547,
baichuan-inc/Baichuan-7B,0.5,esnli,pile,,,13.88457202911377,
baichuan-inc/Baichuan-7B,0.5,esnli,race,0.2955006080259424,,,
baichuan-inc/Baichuan-7B,0.5,esnli,redpajama,,,46.63460159301758,
baichuan-inc/Baichuan-7B,0.5,esnli,rte,0.5270758122743683,,,
baichuan-inc/Baichuan-7B,0.5,esnli,svamp,0.05,,,
baichuan-inc/Baichuan-7B,0.5,esnli,wikitext2,,,38.16886901855469,
baichuan-inc/Baichuan-7B,0.5,esnli,winogrande,0.3930544593528019,,,
baichuan-inc/Baichuan-7B,0.5,esnli,wmt14,,0.0861559946907772,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,anli_r1,0.25,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,boolq,0.2030581039755351,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,c4,,,73.27503204345703,
baichuan-inc/Baichuan-7B,0.5,gsm8k,commonsense_qa,0.1941031941031941,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,ds1000,,,,0.7677335143089294
baichuan-inc/Baichuan-7B,0.5,gsm8k,esnli,0.3377442996742671,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,gsm8k,0.0219863532979529,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,iwslt,,0.0870019218173563,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,mawps,0.0403846153846153,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,mbpp,,,,0.6917361617088318
baichuan-inc/Baichuan-7B,0.5,gsm8k,opc,,,,0.6820282936096191
baichuan-inc/Baichuan-7B,0.5,gsm8k,oscar,,,43.335262298583984,
baichuan-inc/Baichuan-7B,0.5,gsm8k,pile,,,13.746901512145996,
baichuan-inc/Baichuan-7B,0.5,gsm8k,race,0.3354276449128496,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,redpajama,,,49.67709732055664,
baichuan-inc/Baichuan-7B,0.5,gsm8k,rte,0.5018050541516246,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,svamp,0.0733333333333333,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,wikitext2,,,39.309120178222656,
baichuan-inc/Baichuan-7B,0.5,gsm8k,winogrande,0.4996053670086819,,,
baichuan-inc/Baichuan-7B,0.5,gsm8k,wmt14,,0.0915415977164389,,
baichuan-inc/Baichuan-7B,0.5,iwslt,anli_r1,0.334,,,
